index,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
3983,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0194B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
3985,EEA_3161-05-5,2009,2009-01--2009-12,ES030MSPF0448021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
3986,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0448021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
3987,EEA_3161-01-1,2009,2009-01--2009-12,ES12105,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
3988,EEA_3161-03-3,2009,2009-01--2009-12,ES12105,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
3990,EEA_3161-01-1,2009,2009-01--2009-12,ES030MSPF0443021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
3991,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0303010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
3994,EEA_3161-02-2,2008,2008-01--2008-12,FRFR215B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4006,EEA_31615-01-7,2008,2008-01--2008-12,FRFR189,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4007,EEA_3161-01-1,2008,2008-01--2008-12,FRFR214,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4013,EEA_3161-03-3,2009,2009-01--2009-12,ES030MSPF0732010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4028,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0731010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4033,EEA_3161-01-1,2009,2009-01--2009-12,FRB2R42,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4044,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4049,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0563,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4053,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0539A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4056,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4058,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0563,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4062,EEA_3161-01-1,2009,2009-01--2009-12,FRAR10,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4065,EEA_3161-01-1,2009,2009-01--2009-12,FRAR20,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4087,EEA_31615-01-7,2009,2009-01--2009-12,FRAR50,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4090,EEA_3161-03-3,2009,2009-01--2009-12,FRAR18,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4094,EEA_3161-02-2,2009,2009-01--2009-12,ES014MSPFES-014-NR-111-025-02-02,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4097,EEA_3161-05-5,2009,2009-01--2009-12,ES014MSPFES-014-MR-101-000-05-00,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4103,EEA_31615-01-7,2009,2009-01--2009-12,FRB2R42,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4105,EEA_3161-03-3,2009,2009-01--2009-12,FRAR10,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4112,EEA_3161-03-3,2009,2009-01--2009-12,FRAR43,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4144,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DENW2788_0_2,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
4147,EEA_3161-05-5,2009,2009-01--2009-12,ES080MSPF21-06,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4151,EEA_3161-03-3,2009,2009-01--2009-12,ES020MSPF000000454,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4152,EEA_3161-02-2,2009,2009-01--2009-12,ES020MSPF000000446,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4160,EEA_3161-02-2,2009,2009-01--2009-12,ES020MSPF000000668,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4162,EEA_3161-01-1,2009,2009-01--2009-12,ES12219,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4165,EEA_3161-05-5,2009,2009-01--2009-12,ES12219,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4183,EEA_3161-03-3,2008,2007-12--2008-02,FRDR541A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4187,EEA_3161-01-1,2008,2008-01--2008-12,FRDR2001B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4188,EEA_3161-05-5,2008,2008-01--2008-12,FRDR2001B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4191,EEA_3161-02-2,2008,2008-01--2008-12,FRDR530,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4198,EEA_31615-01-7,2008,2008-01--2008-12,FRDR532A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4216,EEA_3161-01-1,2008,2008-01--2008-12,FRDR2001A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4220,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0513,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4222,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0513,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4229,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0472,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4232,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0513,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4236,EEA_3161-05-5,2008,2008-01--2008-12,FRDR530,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4237,EEA_3161-01-1,2008,2008-01--2008-12,FRDR530,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4247,EEA_31615-01-7,2009,2009-01--2009-12,FRCR207,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4248,EEA_3161-02-2,2009,2009-01--2009-12,FRCR207,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4254,EEA_3161-05-5,2012,2012-01--2012-12,LT122100020,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
4260,EEA_3161-02-2,2009,2009-01--2009-12,FRCR230,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4262,EEA_31615-01-7,2009,2009-01--2009-12,FRCR208,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4269,EEA_3161-01-1,2009,2009-01--2009-12,FRCR210,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4270,EEA_31615-01-7,2009,2009-01--2009-12,FRCR214,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4278,EEA_31615-01-7,2009,2009-01--2009-12,FRDR887,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4282,EEA_3161-03-3,2009,2009-01--2009-12,FRCR207,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4292,EEA_3161-05-5,2009,2009-01--2009-12,FRCR214,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4298,EEA_31615-01-7,2009,2009-01--2009-12,FRCR230,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4304,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0186,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4305,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0186,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4310,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0004C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4318,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0574,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4321,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0910,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4328,EEA_3161-05-5,2009,2009-01--2009-12,FRDR172,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4346,EEA_31615-01-7,2008,2008-01--2008-12,FRFR611,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4349,EEA_3161-03-3,2008,2008-01--2008-12,FRFR296A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4362,EEA_31615-01-7,2012,2012-01--2012-12,LT100100014,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
4405,EEA_31615-01-7,2007,2007-01--2007-12,UKGB108043022390,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
4415,EEA_3161-03-3,2009,2009-01--2009-12,FRAR31,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4419,EEA_3161-01-1,2009,2009-01--2009-12,ES014MSPFES-014-MR-122-000-02-00,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4423,EEA_3161-03-3,2009,2009-01--2009-12,ES10373,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4431,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0520,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4433,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0505B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4436,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0525,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4442,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0527,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4450,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0007F,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4451,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4460,EEA_31615-01-7,2009,2009-01--2009-12,ES014MSPFES-014-NR-204-000-04-02,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4464,EEA_3161-02-2,2009,2009-01--2009-12,FRAR36,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4468,EEA_3161-02-2,2008,2008-01--2008-12,FRDR223,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4481,EEA_31615-01-7,2009,2009-01--2009-12,ES030MSPF0322010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4487,EEA_3161-01-1,2009,2009-01--2009-12,FRFR231,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4492,EEA_3161-03-3,2009,2008-12--2009-02,FRFR228,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4495,EEA_3161-01-1,2009,2009-01--2009-12,FRFR330B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4498,EEA_3161-02-2,2009,2009-01--2009-12,FRFR231,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4503,EEA_31615-01-7,2009,2009-01--2009-12,FRFR228,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4526,EEA_31615-01-7,2009,2009-01--2009-12,FRFR328,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4530,EEA_3161-05-5,2009,2009-01--2009-12,ES014MSPFES-014-NR-111-025-02-01,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4537,EEA_3161-05-5,2009,2009-01--2009-12,FRFR231,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4540,EEA_3161-02-2,2009,2009-01--2009-12,FRFR228,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4546,EEA_3161-02-2,2009,2009-01--2009-12,FRFR228,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4548,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0550,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4557,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0560,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4560,EEA_31615-01-7,2009,2009-01--2009-12,FRFR228,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4570,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0541,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4571,EEA_3161-01-1,2009,2009-01--2009-12,FRGR1892,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4577,EEA_3161-01-1,2009,2009-01--2009-12,FRFR327C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4595,EEA_3161-05-5,2008,2008-01--2008-12,FRER42,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4597,EEA_31615-01-7,2008,2008-01--2008-12,FRER39,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4598,EEA_3161-02-2,2008,2008-01--2008-12,FRER39,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4629,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DEBY_5_F021,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
4693,EEA_3161-05-5,2012,2012-01--2012-12,LT700108102,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
4700,EEA_3161-02-2,2009,2009-01--2009-12,UKSC005953,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
4707,EEA_31615-01-7,2009,2008-12--2009-02,FI81_064_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
4708,EEA_3161-02-2,2009,2008-12--2009-02,FI81_064_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
4714,EEA_3161-05-5,2009,2009-01--2009-12,FI73_011_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
4715,EEA_3161-05-5,2009,2009-01--2009-12,ES12121,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4725,EEA_31615-01-7,2009,2009-01--2009-12,ES12117,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4731,EEA_3161-05-5,2009,2009-01--2009-12,ES030MSPF0430021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4732,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0430021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4738,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0074,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4744,EEA_3161-03-3,2009,2009-01--2009-12,FRB1R569,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4745,EEA_3161-02-2,2009,2009-01--2009-12,FRB1R569,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4750,EEA_31615-01-7,2009,2009-01--2009-12,FRB1R719,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4752,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0077,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4754,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0081,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4755,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0081,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4758,EEA_3161-02-2,2009,2009-01--2009-12,FRHR6,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4768,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0563,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4776,EEA_3161-02-2,2008,2008-01--2008-12,FRFR349B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4777,EEA_31615-01-7,2008,2008-01--2008-12,FRFR100,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4779,EEA_31615-01-7,2008,2008-01--2008-12,FRFR110A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4783,EEA_31615-01-7,2008,2008-06--2008-08,FI14_923_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
4784,EEA_3161-02-2,2008,2008-06--2008-08,FI04-271-1-001_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
4789,EEA_3161-01-1,2009,2009-01--2009-12,FRCR214,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4793,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0186,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4799,EEA_3161-05-5,2009,2009-01--2009-12,FRCR225,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4805,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0224,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4819,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0224,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4824,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0193B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4826,EEA_3161-03-3,2009,2008-12--2009-02,FRGR0193B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4829,EEA_3161-03-3,2009,2009-01--2009-12,FRCR210,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4839,EEA_31615-01-7,2008,2008-01--2008-12,RSNIS_3,Serbia,530038.0,0.0,21.867101881239144,37.62,5.44,1.38,16.72,13.57,12.73,0.4,12.14,0.76
4842,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0121,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4844,EEA_3161-02-2,2008,2008-01--2008-12,RSJMOR_4,Serbia,530038.0,0.0,21.867101881239144,37.62,5.44,1.38,16.72,13.57,12.73,0.4,12.14,0.76
4848,EEA_3161-02-2,2008,2008-01--2008-12,RSJMOR_2,Serbia,530038.0,0.0,21.867101881239144,37.62,5.44,1.38,16.72,13.57,12.73,0.4,12.14,0.76
4852,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0121,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4865,EEA_3161-02-2,2008,2008-01--2008-12,RSNIS_3,Serbia,530038.0,0.0,21.867101881239144,37.62,5.44,1.38,16.72,13.57,12.73,0.4,12.14,0.76
4881,EEA_3161-05-5,2008,2008-01--2008-12,FRDR277A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4884,EEA_3161-03-3,2008,2008-09--2008-11,FRDR276A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4888,EEA_3161-03-3,2008,2008-03--2008-05,FRDR275,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4889,EEA_31615-01-7,2008,2008-01--2008-12,FRDR2028,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4890,EEA_31615-01-7,2008,2008-01--2008-12,FRAR04,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4898,EEA_3161-02-2,2008,2008-01--2008-12,FRAR04,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4900,EEA_3161-02-2,2008,2008-01--2008-12,FRDR187,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4909,EEA_3161-03-3,2009,2009-01--2009-12,ES030MSPF0916010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4920,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DENW278_144_178,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
4931,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0711010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4939,EEA_3161-01-1,2009,2009-01--2009-12,ES030MSPF0711010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4945,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0914021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4948,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF1009010,Portugal,7024884.0,0.0,21.179404364691845,36.49,6.73,1.85,27.680000000000003,13.64,10.72,0.0,1.94,16.23
4953,EEA_3161-03-3,2009,2009-01--2009-12,ES030MSPF0801021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4989,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0143A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4990,EEA_3161-05-5,2008,2008-01--2008-12,RSVIS_1,Serbia,530038.0,0.0,21.867101881239144,37.62,5.44,1.38,16.72,13.57,12.73,0.4,12.14,0.76
4991,EEA_3161-02-2,2008,2008-01--2008-12,RSVIS_1,Serbia,530038.0,0.0,21.867101881239144,37.62,5.44,1.38,16.72,13.57,12.73,0.4,12.14,0.76
4999,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0264,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5003,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0230B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5007,EEA_3161-01-1,2008,2008-01--2008-12,FRDR335A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
